model,learning_rate,epochs,hidden_dim,num_layers,dropout,train_loss,val_loss
graph_sage,0.001,50,32,4,0.2,0.007048035640683439,0.006377917095352648
graph_sage,0.001,50,32,4,0.5,0.010047084589799245,0.006944962998016391
graph_sage,0.001,100,4,2,0.0,0.01874987841066387,0.019139277710559476
graph_sage,0.001,100,4,2,0.1,0.007998131919238302,0.007068134716900177
graph_sage,0.001,100,4,2,0.2,0.011595120477593607,0.008322579069089665
graph_sage,0.001,100,4,2,0.5,0.020106461085379123,0.016270000453330203
graph_sage,0.001,100,4,3,0.0,0.01694993306365278,0.017703861582251457
graph_sage,0.001,100,4,3,0.1,0.009901088072607915,0.007106357828121301
graph_sage,0.001,100,4,3,0.2,0.011832590877181954,0.007806016614275557
graph_sage,0.001,100,4,3,0.5,0.01725999932322237,0.014588297547695217
graph_sage,0.001,100,4,4,0.0,0.006098066394527753,0.00698900015380668
graph_sage,0.001,100,4,4,0.1,0.010174590328501331,0.006644473190093892
graph_sage,0.001,100,4,4,0.2,0.01187027030520969,0.008382720143722832
graph_sage,0.001,100,4,4,0.5,0.017828967349810734,0.015465069089205863
graph_sage,0.001,100,8,2,0.0,0.006155203769190444,0.006657321022868002
graph_sage,0.001,100,8,2,0.1,0.009087074879142973,0.007182742248611018
graph_sage,0.001,100,8,2,0.2,0.0102029618082775,0.00726233707668753
graph_sage,0.001,100,8,2,0.5,0.015729971871607833,0.010431589443597589
graph_sage,0.001,100,8,3,0.0,0.018524985160264705,0.018949458650787697
graph_sage,0.001,100,8,3,0.1,0.0077591225711835755,0.00695386986260591
graph_sage,0.001,100,8,3,0.2,0.009418375562462541,0.0067414077540718376
graph_sage,0.001,100,8,3,0.5,0.016717845698197682,0.008068567390117942
graph_sage,0.001,100,8,4,0.0,0.005714223171687788,0.00595567387067446
graph_sage,0.001,100,8,4,0.1,0.008314979717963272,0.00693249810885368
graph_sage,0.001,100,8,4,0.2,0.01707328338589933,0.01774785625170374
graph_sage,0.001,100,8,4,0.5,0.011040033979548348,0.007151514172094342
graph_sage,0.001,100,16,2,0.0,0.005749992094933987,0.006245746867611146
graph_sage,0.001,100,16,2,0.1,0.007383865863084793,0.00641724093253
graph_sage,0.001,100,16,2,0.2,0.00923147305018372,0.006700026676183501
graph_sage,0.001,100,16,2,0.5,0.009469170433779558,0.007145095876949647
graph_sage,0.001,100,16,3,0.0,0.005030565263910426,0.005521040047018322
graph_sage,0.001,100,16,3,0.1,0.0064430287728707,0.006320396059672828
graph_sage,0.001,100,16,3,0.2,0.007984219739834467,0.006357204581704412
graph_sage,0.001,100,16,3,0.5,0.009489941721161207,0.006859667600398312
graph_sage,0.001,100,16,4,0.0,0.005285071281509267,0.0061518225232158
graph_sage,0.001,100,16,4,0.1,0.0066410435260170035,0.006260787230292064
graph_sage,0.001,100,16,4,0.2,0.007463444624510076,0.0063197840532266845
graph_sage,0.001,100,16,4,0.5,0.009804010287755065,0.0073410672970566585
